Element	NetName	NetID	Archetype	Slot/Category	Type
Attachment	ADV_Merc_Shotgun_Saiga12.ADV_FP_Assault_Sight_Holo	1653642509	ADV_FP_Assault_Sight_Holo	Optic	Merc
Attachment	ADV_Merc_Shotgun_Saiga12.ADV_Internal_BarrelAcc	2175339126	ADV_Internal_BarrelAcc	Internal	Merc
Attachment	ADV_Merc_Shotgun_Saiga12.ADV_Internal_MatchGradeTrigger	2816107714	ADV_Internal_MatchGradeTrigger	Internal	Merc
Attachment	ADV_Merc_Shotgun_Saiga12.ADV_Internal_WeightBalance	2854269638	ADV_Internal_WeightBalance	Internal	Merc
Attachment	ADV_Spy_Pistol_F40.Internal_BarrelAcc	1047892069	Internal_BarrelAcc	Internal	Spy
Attachment	ADV_Spy_Pistol_F40.Internal_Blueprinting	4194155763	Internal_Blueprinting	Internal	Spy
Attachment	ADV_Spy_Pistol_F40.Internal_MatchGradeTrigger	954626230	Internal_MatchGradeTrigger	Internal	Spy
Attachment	ADV_Spy_Pistol_F40.Internal_WeightBalance	3782202940	Internal_WeightBalance	Internal	Spy
Attachment	ADV_Spy_Pistol_F40.Pistol_Ammo_AP	1602934313	Pistol_Ammo_AP	Ammo	Spy
Attachment	ADV_Spy_Pistol_F40.Pistol_Ammo_MatchGrade	4156890446	Pistol_Ammo_MatchGrade	Ammo	Spy
Attachment	ADV_Spy_Pistol_F40.Pistol_Suppressor	3827563728	Pistol_Suppressor	Muzzle	Spy
Attachment	ADV_Spy_Pistol_FiveSeven.Internal_BarrelAcc	3706597882	Internal_BarrelAcc	Internal	Spy
Attachment	ADV_Spy_Pistol_FiveSeven.Internal_Blueprinting	3981284053	Internal_Blueprinting	Internal	Spy
Attachment	ADV_Spy_Pistol_FiveSeven.Internal_MatchGradeTrigger	1182341106	Internal_MatchGradeTrigger	Internal	Spy
Attachment	ADV_Spy_Pistol_FiveSeven.Internal_WeightBalance	1675533632	Internal_WeightBalance	Internal	Spy
Attachment	ADV_Spy_Pistol_FiveSeven.Pistol_Ammo_AP	2177194561	Pistol_Ammo_AP	Ammo	Spy
Attachment	ADV_Spy_Pistol_FiveSeven.Pistol_Ammo_MatchGrade	1970558514	Pistol_Ammo_MatchGrade	Ammo	Spy
Attachment	ADV_Spy_Pistol_Proto.Internal_Blueprinting	3126580921	Internal_Blueprinting	Internal	Spy
Attachment	ADV_Spy_Pistol_Proto.Internal_MatchGradeTrigger	4049657598	Internal_MatchGradeTrigger	Internal	Spy
Attachment	ADV_Spy_Pistol_Proto.Internal_WeightBalance	4196456183	Internal_WeightBalance	Internal	Spy
Attachment	ADV_Spy_Pistol_Proto.Pistol_Ammo_AP	3502533003	Pistol_Ammo_AP	Ammo	Spy
Attachment	ADV_Spy_Pistol_Proto.Pistol_Ammo_MatchGrade	3968474501	Pistol_Ammo_MatchGrade	Ammo	Spy
Attachment	ADV_Spy_Pistol_USP45.Internal_Blueprinting	3875240327	Internal_Blueprinting	Internal	Spy
Attachment	ADV_Spy_Pistol_USP45.Internal_MatchGradeTrigger	1941379762	Internal_MatchGradeTrigger	Internal	Spy
Attachment	ADV_Spy_Pistol_USP45.Internal_WeightBalance	314620866	Internal_WeightBalance	Internal	Spy
Attachment	ADV_Spy_Pistol_USP45.Pistol_Ammo_AP	1633232529	Pistol_Ammo_AP	Ammo	Spy
Attachment	ADV_Spy_Pistol_USP45.Pistol_Ammo_MatchGrade	74084528	Pistol_Ammo_MatchGrade	Ammo	Spy
Attachment	ADV_Spy_Pistol_USP45.Pistol_Suppressor	3308385745	Pistol_Suppressor	Muzzle	Spy
Attachment	ADV_Spy_SMG_MAC11.Internal_BarrelAcc	1036918527	Internal_BarrelAcc	Internal	Spy
Attachment	ADV_Spy_SMG_MAC11.Internal_Blueprinting	683876750	Internal_Blueprinting	Internal	Spy
Attachment	ADV_Spy_SMG_MAC11.Internal_MatchGradeTrigger	844490966	Internal_MatchGradeTrigger	Internal	Spy
Attachment	ADV_Spy_SMG_MAC11.Internal_RecoilBufferAdj	1525804001	Internal_RecoilBufferAdj	Internal	Spy
Attachment	ADV_Spy_SMG_MAC11.Internal_WeightBalance	818377621	Internal_WeightBalance	Internal	Spy
Attachment	ADV_Spy_SMG_MAC11.Optic_HoloSight	2146101038	Optic_HoloSight	Optic	Spy
Attachment	ADV_Spy_SMG_MAC11.Optic_RedDot	3624157649	Optic_RedDot	Optic	Spy
Attachment	ADV_Spy_SMG_MAC11.SMG_Ammo_AP	2407719902	SMG_Ammo_AP	Ammo	Spy
Attachment	ADV_Spy_SMG_MAC11.SMG_Ammo_MatchGrade	1521203290	SMG_Ammo_MatchGrade	Ammo	Spy
Attachment	ADV_Spy_SMG_MAC11.SMG_Suppressor	527248164	SMG_Suppressor	Muzzle	Spy
Attachment	ADV_Spy_SMG_MP5.Internal_BarrelAcc	1152037317	Internal_BarrelAcc	Internal	Spy
Attachment	ADV_Spy_SMG_MP5.Internal_Blueprinting	4223802520	Internal_Blueprinting	Internal	Spy
Attachment	ADV_Spy_SMG_MP5.Internal_MatchGradeTrigger	3683034213	Internal_MatchGradeTrigger	Internal	Spy
Attachment	ADV_Spy_SMG_MP5.Internal_RecoilBufferAdj	3475036892	Internal_RecoilBufferAdj	Internal	Spy
Attachment	ADV_Spy_SMG_MP5.Internal_WeightBalance	1719919722	Internal_WeightBalance	Internal	Spy
Attachment	ADV_Spy_SMG_MP5.Optic_HoloSight	727896854	Optic_HoloSight	Optic	Spy
Attachment	ADV_Spy_SMG_MP5.Optic_RedDot	4133243571	Optic_RedDot	Optic	Spy
Attachment	ADV_Spy_SMG_MP5.SMG_Ammo_AP	3618915480	SMG_Ammo_AP	Ammo	Spy
Attachment	ADV_Spy_SMG_MP5.SMG_Ammo_MatchGrade	2708105139	SMG_Ammo_MatchGrade	Ammo	Spy
Attachment	ADV_Spy_SMG_MP5.SMG_Suppressor	2683495654	SMG_Suppressor	Muzzle	Spy
Attachment	ADV_Spy_SMG_MP7.Internal_BarrelAcc	2779848386	Internal_BarrelAcc	Internal	Spy
Attachment	ADV_Spy_SMG_MP7.Internal_Blueprinting	3544365817	Internal_Blueprinting	Internal	Spy
Attachment	ADV_Spy_SMG_MP7.Internal_MatchGradeTrigger	3565948141	Internal_MatchGradeTrigger	Internal	Spy
Attachment	ADV_Spy_SMG_MP7.Internal_RecoilBufferAdj	3507791928	Internal_RecoilBufferAdj	Internal	Spy
Attachment	ADV_Spy_SMG_MP7.Internal_WeightBalance	3469721580	Internal_WeightBalance	Internal	Spy
Attachment	ADV_Spy_SMG_MP7.Optic_HoloSight	4207627848	Optic_HoloSight	Optic	Spy
Attachment	ADV_Spy_SMG_MP7.Optic_RedDot	38650386	Optic_RedDot	Optic	Spy
Attachment	ADV_Spy_SMG_MP7.SMG_Ammo_AP	2728152949	SMG_Ammo_AP	Ammo	Spy
Attachment	ADV_Spy_SMG_MP7.SMG_Ammo_MatchGrade	3217828889	SMG_Ammo_MatchGrade	Ammo	Spy
Attachment	ADV_Spy_SMG_MP7.SMG_Suppressor	1341427355	SMG_Suppressor	Muzzle	Spy
Attachment	ADV_Spy_SMG_PP19.Internal_BarrelAcc	3099128550	Internal_BarrelAcc	Internal	Spy
Attachment	ADV_Spy_SMG_PP19.Internal_Blueprinting	1265638504	Internal_Blueprinting	Internal	Spy
Attachment	ADV_Spy_SMG_PP19.Internal_MatchGradeTrigger	2050044882	Internal_MatchGradeTrigger	Internal	Spy
Attachment	ADV_Spy_SMG_PP19.Internal_RecoilBufferAdj	4219791955	Internal_RecoilBufferAdj	Internal	Spy
Attachment	ADV_Spy_SMG_PP19.Internal_WeightBalance	4018908003	Internal_WeightBalance	Internal	Spy
Attachment	ADV_Spy_SMG_PP19.Optic_HoloSight	1712587616	Optic_HoloSight	Optic	Spy
Attachment	ADV_Spy_SMG_PP19.Optic_RedDot	492130998	Optic_RedDot	Optic	Spy
Attachment	ADV_Spy_SMG_PP19.SMG_Ammo_AP	2008546622	SMG_Ammo_AP	Ammo	Spy
Attachment	ADV_Spy_SMG_PP19.SMG_Ammo_MatchGrade	888595913	SMG_Ammo_MatchGrade	Ammo	Spy
Attachment	ADV_Spy_SMG_PP2000.Internal_BarrelAcc	769401558	Internal_BarrelAcc	Internal	Spy
Attachment	ADV_Spy_SMG_PP2000.Internal_Blueprinting	2541679442	Internal_Blueprinting	Internal	Spy
Attachment	ADV_Spy_SMG_PP2000.Internal_MatchGradeTrigger	2666018989	Internal_MatchGradeTrigger	Internal	Spy
Attachment	ADV_Spy_SMG_PP2000.Internal_RecoilBufferAdj	1433209907	Internal_RecoilBufferAdj	Internal	Spy
Attachment	ADV_Spy_SMG_PP2000.Internal_WeightBalance	351215306	Internal_WeightBalance	Internal	Spy
Attachment	ADV_Spy_SMG_PP2000.Optic_HoloSight	3266148062	Optic_HoloSight	Optic	Spy
Attachment	ADV_Spy_SMG_PP2000.Optic_RedDot	2622181021	Optic_RedDot	Optic	Spy
Attachment	ADV_Spy_SMG_PP2000.SMG_Ammo_AP	3649479296	SMG_Ammo_AP	Ammo	Spy
Attachment	ADV_Spy_SMG_PP2000.SMG_Ammo_MatchGrade	3763465353	SMG_Ammo_MatchGrade	Ammo	Spy
Attachment	ADV_Spy_SMG_PP2000.SMG_Suppressor	1718723988	SMG_Suppressor	Muzzle	Spy
Attachment	ADV_Spy_SMG_Proto.Internal_BarrelAcc	3572289681	Internal_BarrelAcc	Internal	Spy
Attachment	ADV_Spy_SMG_Proto.Internal_Blueprinting	572622985	Internal_Blueprinting	Internal	Spy
Attachment	ADV_Spy_SMG_Proto.Internal_MatchGradeTrigger	2014281253	Internal_MatchGradeTrigger	Internal	Spy
Attachment	ADV_Spy_SMG_Proto.Internal_RecoilBufferAdj	1839624240	Internal_RecoilBufferAdj	Internal	Spy
Attachment	ADV_Spy_SMG_Proto.Internal_WeightBalance	780845369	Internal_WeightBalance	Internal	Spy
Attachment	ADV_Spy_SMG_Proto.Optic_HoloSight	1785251617	Optic_HoloSight	Optic	Spy
Attachment	ADV_Spy_SMG_Proto.Optic_RedDot	1349484576	Optic_RedDot	Optic	Spy
Attachment	ADV_Spy_SMG_Proto.SMG_Ammo_AP	3595896930	SMG_Ammo_AP	Ammo	Spy
Attachment	ADV_Spy_SMG_Proto.SMG_Ammo_MatchGrade	3395943433	SMG_Ammo_MatchGrade	Ammo	Spy
Attachment	ADV_Spy_SMG_Scorpion.Internal_BarrelAcc	3310584445	Internal_BarrelAcc	Internal	Spy
Attachment	ADV_Spy_SMG_Scorpion.Internal_Blueprinting	1504693457	Internal_Blueprinting	Internal	Spy
Attachment	ADV_Spy_SMG_Scorpion.Internal_MatchGradeTrigger	2182694957	Internal_MatchGradeTrigger	Internal	Spy
Attachment	ADV_Spy_SMG_Scorpion.Internal_RecoilBufferAdj	2620099564	Internal_RecoilBufferAdj	Internal	Spy
Attachment	ADV_Spy_SMG_Scorpion.Internal_WeightBalance	1886259650	Internal_WeightBalance	Internal	Spy
Attachment	ADV_Spy_SMG_Scorpion.Optic_HoloSight	3540222792	Optic_HoloSight	Optic	Spy
Attachment	ADV_Spy_SMG_Scorpion.Optic_RedDot	2590626042	Optic_RedDot	Optic	Spy
Attachment	ADV_Spy_SMG_Scorpion.SMG_Ammo_AP	2771928917	SMG_Ammo_AP	Ammo	Spy
Attachment	ADV_Spy_SMG_Scorpion.SMG_Ammo_MatchGrade	987627078	SMG_Ammo_MatchGrade	Ammo	Spy
Attachment	ADV_Spy_SMG_Scorpion.SMG_Suppressor	1406130756	SMG_Suppressor	Muzzle	Spy
Attachment	ADV_Spy_SMG_UMP45.Internal_BarrelAcc	2876261200	Internal_BarrelAcc	Internal	Spy
Attachment	ADV_Spy_SMG_UMP45.Internal_Blueprinting	2862560428	Internal_Blueprinting	Internal	Spy
Attachment	ADV_Spy_SMG_UMP45.Internal_MatchGradeTrigger	984311701	Internal_MatchGradeTrigger	Internal	Spy
Attachment	ADV_Spy_SMG_UMP45.Internal_RecoilBufferAdj	4266801880	Internal_RecoilBufferAdj	Internal	Spy
Attachment	ADV_Spy_SMG_UMP45.Internal_WeightBalance	2716115470	Internal_WeightBalance	Internal	Spy
Attachment	ADV_Spy_SMG_UMP45.Optic_HoloSight	1826081887	Optic_HoloSight	Optic	Spy
Attachment	ADV_Spy_SMG_UMP45.Optic_RedDot	1630961	Optic_RedDot	Optic	Spy
Attachment	ADV_Spy_SMG_UMP45.SMG_Ammo_AP	1753323937	SMG_Ammo_AP	Ammo	Spy
Attachment	ADV_Spy_SMG_UMP45.SMG_Ammo_MatchGrade	2472406452	SMG_Ammo_MatchGrade	Ammo	Spy
Attachment	ADV_Spy_SMG_UMP45.SMG_Suppressor	640714272	SMG_Suppressor	Muzzle	Spy
Attachment	ADV_Spy_SMG_Vector.Internal_BarrelAcc	716729709	Internal_BarrelAcc	Internal	Spy
Attachment	ADV_Spy_SMG_Vector.Internal_Blueprinting	417345280	Internal_Blueprinting	Internal	Spy
Attachment	ADV_Spy_SMG_Vector.Internal_MatchGradeTrigger	3009469694	Internal_MatchGradeTrigger	Internal	Spy
Attachment	ADV_Spy_SMG_Vector.Internal_RecoilBufferAdj	849188446	Internal_RecoilBufferAdj	Internal	Spy
Attachment	ADV_Spy_SMG_Vector.Internal_WeightBalance	1702170751	Internal_WeightBalance	Internal	Spy
Attachment	ADV_Spy_SMG_Vector.Optic_HoloSight	1679144496	Optic_HoloSight	Optic	Spy
Attachment	ADV_Spy_SMG_Vector.Optic_RedDot	11017751	Optic_RedDot	Optic	Spy
Attachment	ADV_Spy_SMG_Vector.SMG_Ammo_AP	3632103329	SMG_Ammo_AP	Ammo	Spy
Attachment	ADV_Spy_SMG_Vector.SMG_Ammo_MatchGrade	1982058201	SMG_Ammo_MatchGrade	Ammo	Spy
Attachment	ADV_Spy_SMG_Vector.SMG_Suppressor	3969553518	SMG_Suppressor	Muzzle	Spy
Attachment	Crossbow_1H.Crossbow_EMPChaffAmmo	1445210480	Crossbow_EMPChaffAmmo	Ammo	Campaign
Attachment	Crossbow_1H.Crossbow_NoiseMakerAmmo	3857530094	Crossbow_NoiseMakerAmmo	Ammo	Campaign
Attachment	Crossbow_1H.Crossbow_SleepingGasAmmo	2215328076	Crossbow_SleepingGasAmmo	Ammo	Campaign
Attachment	Crossbow_1H_DLC.Crossbow_SleepingGasAmmo	2825619459	Crossbow_SleepingGasAmmo	Ammo	Campaign
Attachment	Pistol_5-7.Internal_BarrelAcc	1921932755	Internal_BarrelAcc	Internal	Campaign
Attachment	Pistol_5-7.Internal_Blueprinting	2784600464	Internal_Blueprinting	Internal	Campaign
Attachment	Pistol_5-7.Internal_MatchGradeTrigger	563176943	Internal_MatchGradeTrigger	Internal	Campaign
Attachment	Pistol_5-7.Internal_WeightBalance	1087713903	Internal_WeightBalance	Internal	Campaign
Attachment	Pistol_5-7.Pistol_Ammo_AP	2877575922	Pistol_Ammo_AP	Ammo	Campaign
Attachment	Pistol_5-7.Pistol_Ammo_HollowPoint	3496550537	Pistol_Ammo_HollowPoint	Ammo	Campaign
Attachment	Pistol_5-7.Pistol_Ammo_MatchGrade	1451227421	Pistol_Ammo_MatchGrade	Ammo	Campaign
Attachment	Pistol_5-7.Pistol_LaserSight	4123425587	Pistol_LaserSight	Foregrip	Campaign
Attachment	Pistol_5-7.Pistol_Optic_RedDot	2901449622	Pistol_Optic_RedDot	Optic	Campaign
Attachment	Pistol_5-7.Pistol_Optic_Reflex	2135531024	Pistol_Optic_Reflex	Optic	Campaign
Attachment	Pistol_DesertEagle.Internal_BarrelAcc	4012757865	Internal_BarrelAcc	Internal	Campaign
Attachment	Pistol_DesertEagle.Internal_Blueprinting	2078152346	Internal_Blueprinting	Internal	Campaign
Attachment	Pistol_DesertEagle.Internal_MatchGradeTrigger	406944997	Internal_MatchGradeTrigger	Internal	Campaign
Attachment	Pistol_DesertEagle.Internal_WeightBalance	1870775054	Internal_WeightBalance	Internal	Campaign
Attachment	Pistol_DesertEagle.Pistol_Ammo_AP	969350351	Pistol_Ammo_AP	Ammo	Campaign
Attachment	Pistol_DesertEagle.Pistol_Ammo_HollowPoint	2015539032	Pistol_Ammo_HollowPoint	Ammo	Campaign
Attachment	Pistol_DesertEagle.Pistol_Ammo_MatchGrade	2032863356	Pistol_Ammo_MatchGrade	Ammo	Campaign
Attachment	Pistol_DesertEagle.Pistol_LaserSight	1040745822	Pistol_LaserSight	Foregrip	Campaign
Attachment	Pistol_DesertEagle.Pistol_Optic_RedDot	1054434224	Pistol_Optic_RedDot	Optic	Campaign
Attachment	Pistol_DesertEagle.Pistol_Optic_Reflex	3982517814	Pistol_Optic_Reflex	Optic	Campaign
Attachment	Pistol_F40.Internal_BarrelAcc	1776895381	Internal_BarrelAcc	Internal	Campaign
Attachment	Pistol_F40.Internal_Blueprinting	159129553	Internal_Blueprinting	Internal	Campaign
Attachment	Pistol_F40.Internal_MatchGradeTrigger	2966749331	Internal_MatchGradeTrigger	Internal	Campaign
Attachment	Pistol_F40.Internal_WeightBalance	1883167249	Internal_WeightBalance	Internal	Campaign
Attachment	Pistol_F40.Pistol_Ammo_AP	1541757688	Pistol_Ammo_AP	Ammo	Campaign
Attachment	Pistol_F40.Pistol_Ammo_HollowPoint	207845004	Pistol_Ammo_HollowPoint	Ammo	Campaign
Attachment	Pistol_F40.Pistol_Ammo_MatchGrade	1720979811	Pistol_Ammo_MatchGrade	Ammo	Campaign
Attachment	Pistol_F40.Pistol_LaserSight	2658704505	Pistol_LaserSight	Foregrip	Campaign
Attachment	Pistol_F40.Pistol_Optic_RedDot	2196488523	Pistol_Optic_RedDot	Optic	Campaign
Attachment	Pistol_F40.Pistol_Optic_Reflex	1364378829	Pistol_Optic_Reflex	Optic	Campaign
Attachment	Pistol_F40.Pistol_Suppressor	1703665034	Pistol_Suppressor	Muzzle	Campaign
Attachment	Pistol_Makarov.Internal_BarrelAcc	2940477865	Internal_BarrelAcc	Internal	Campaign
Attachment	Pistol_Makarov.Internal_Blueprinting	1125521632	Internal_Blueprinting	Internal	Campaign
Attachment	Pistol_Makarov.Internal_MatchGradeTrigger	1614237013	Internal_MatchGradeTrigger	Internal	Campaign
Attachment	Pistol_Makarov.Internal_WeightBalance	2693251121	Internal_WeightBalance	Internal	Campaign
Attachment	Pistol_Makarov.Pistol_Ammo_AP	3044615957	Pistol_Ammo_AP	Ammo	Campaign
Attachment	Pistol_Makarov.Pistol_Ammo_HollowPoint	2492496246	Pistol_Ammo_HollowPoint	Ammo	Campaign
Attachment	Pistol_Makarov.Pistol_Ammo_MatchGrade	3056405315	Pistol_Ammo_MatchGrade	Ammo	Campaign
Attachment	Pistol_Makarov.Pistol_Makarov_Suppressor	3068290189	Pistol_Makarov_Suppressor	Muzzle	Campaign
Attachment	Pistol_PX4.Internal_BarrelAcc	3517008378	Internal_BarrelAcc	Internal	Campaign
Attachment	Pistol_PX4.Internal_Blueprinting	2711287128	Internal_Blueprinting	Internal	Campaign
Attachment	Pistol_PX4.Internal_MatchGradeTrigger	236691281	Internal_MatchGradeTrigger	Internal	Campaign
Attachment	Pistol_PX4.Internal_WeightBalance	995306522	Internal_WeightBalance	Internal	Campaign
Attachment	Pistol_PX4.Pistol_Ammo_AP	1285362151	Pistol_Ammo_AP	Ammo	Campaign
Attachment	Pistol_PX4.Pistol_Ammo_HollowPoint	660852763	Pistol_Ammo_HollowPoint	Ammo	Campaign
Attachment	Pistol_PX4.Pistol_Ammo_MatchGrade	771352424	Pistol_Ammo_MatchGrade	Ammo	Campaign
Attachment	Pistol_PX4.Pistol_LaserSight	2735679876	Pistol_LaserSight	Foregrip	Campaign
Attachment	Pistol_PX4.Pistol_Optic_RedDot	381284973	Pistol_Optic_RedDot	Optic	Campaign
Attachment	Pistol_PX4.Pistol_Optic_Reflex	3305175019	Pistol_Optic_Reflex	Optic	Campaign
Attachment	Pistol_PX4.Pistol_Suppressor	1492936823	Pistol_Suppressor	Muzzle	Campaign
Attachment	Pistol_Proto.Internal_BarrelAcc	3558954442	Internal_BarrelAcc	Internal	Campaign
Attachment	Pistol_Proto.Internal_Blueprinting	321173382	Internal_Blueprinting	Internal	Campaign
Attachment	Pistol_Proto.Internal_MatchGradeTrigger	1394378360	Internal_MatchGradeTrigger	Internal	Campaign
Attachment	Pistol_Proto.Internal_WeightBalance	385120699	Internal_WeightBalance	Internal	Campaign
Attachment	Pistol_Proto.Pistol_Ammo_AP	3368568629	Pistol_Ammo_AP	Ammo	Campaign
Attachment	Pistol_Proto.Pistol_Ammo_HollowPoint	3533716727	Pistol_Ammo_HollowPoint	Ammo	Campaign
Attachment	Pistol_Proto.Pistol_Ammo_MatchGrade	6206153	Pistol_Ammo_MatchGrade	Ammo	Campaign
Attachment	Pistol_Proto.Pistol_LaserSight	1759886793	Pistol_LaserSight	Foregrip	Campaign
Attachment	Pistol_Proto.Pistol_Optic_RedDot	3264094177	Pistol_Optic_RedDot	Optic	Campaign
Attachment	Pistol_Proto.Pistol_Optic_Reflex	288823911	Pistol_Optic_Reflex	Optic	Campaign
Attachment	Pistol_USP45.Internal_BarrelAcc	512466999	Internal_BarrelAcc	Internal	Campaign
Attachment	Pistol_USP45.Internal_Blueprinting	1334057144	Internal_Blueprinting	Internal	Campaign
Attachment	Pistol_USP45.Internal_MatchGradeTrigger	3519758900	Internal_MatchGradeTrigger	Internal	Campaign
Attachment	Pistol_USP45.Internal_WeightBalance	4262728846	Internal_WeightBalance	Internal	Campaign
Attachment	Pistol_USP45.Pistol_Ammo_AP	2035615791	Pistol_Ammo_AP	Ammo	Campaign
Attachment	Pistol_USP45.Pistol_Ammo_HollowPoint	297785953	Pistol_Ammo_HollowPoint	Ammo	Campaign
Attachment	Pistol_USP45.Pistol_Ammo_MatchGrade	3904823292	Pistol_Ammo_MatchGrade	Ammo	Campaign
Attachment	Pistol_USP45.Pistol_LaserSight	3073234430	Pistol_LaserSight	Foregrip	Campaign
Attachment	Pistol_USP45.Pistol_Optic_RedDot	2050084558	Pistol_Optic_RedDot	Optic	Campaign
Attachment	Pistol_USP45.Pistol_Optic_Reflex	2844314440	Pistol_Optic_Reflex	Optic	Campaign
Attachment	Pistol_USP45.Pistol_Suppressor	1289655309	Pistol_Suppressor	Muzzle	Campaign
Attachment	Rifle_AK47.Internal_BarrelAcc	1157027424	Internal_BarrelAcc	Internal	Campaign
Attachment	Rifle_AK47.Internal_Blueprinting	3280258548	Internal_Blueprinting	Internal	Campaign
Attachment	Rifle_AK47.Internal_MatchGradeTrigger	1278060699	Internal_MatchGradeTrigger	Internal	Campaign
Attachment	Rifle_AK47.Internal_RecoilBufferAdj	1719261726	Internal_RecoilBufferAdj	Internal	Campaign
Attachment	Rifle_AK47.Internal_WeightBalance	4279435072	Internal_WeightBalance	Internal	Campaign
Attachment	Rifle_AK47.Optic_ACOG	3659939140	Optic_ACOG	Optic	Campaign
Attachment	Rifle_AK47.Optic_HoloSight	2952285709	Optic_HoloSight	Optic	Campaign
Attachment	Rifle_AK47.Optic_RedDot	1243024184	Optic_RedDot	Optic	Campaign
Attachment	Rifle_AK47.Rifle_AK47_ExtMag	445212742	Rifle_AK47_ExtMag	Magazine	Campaign
Attachment	Rifle_AK47.Rifle_Ammo_AP	1055755232	Rifle_Ammo_AP	Ammo	Campaign
Attachment	Rifle_AK47.Rifle_Ammo_MatchGrade	431230399	Rifle_Ammo_MatchGrade	Ammo	Campaign
Attachment	Rifle_AK47.Rifle_LaserSight	2924561390	Rifle_LaserSight	Foregrip	Campaign
Attachment	Rifle_AK47.VerticalForegrip	1219673437	VerticalForegrip	Foregrip	Campaign
Attachment	Rifle_AKS74U.Internal_BarrelAcc	965760859	Internal_BarrelAcc	Internal	Campaign
Attachment	Rifle_AKS74U.Internal_Blueprinting	1157654536	Internal_Blueprinting	Internal	Campaign
Attachment	Rifle_AKS74U.Internal_MatchGradeTrigger	1748079732	Internal_MatchGradeTrigger	Internal	Campaign
Attachment	Rifle_AKS74U.Internal_RecoilBufferAdj	2916825658	Internal_RecoilBufferAdj	Internal	Campaign
Attachment	Rifle_AKS74U.Internal_WeightBalance	1126178176	Internal_WeightBalance	Internal	Campaign
Attachment	Rifle_AKS74U.Optic_ACOG	1411539420	Optic_ACOG	Optic	Campaign
Attachment	Rifle_AKS74U.Optic_HoloSight	1749493145	Optic_HoloSight	Optic	Campaign
Attachment	Rifle_AKS74U.Optic_RedDot	2234145755	Optic_RedDot	Optic	Campaign
Attachment	Rifle_AKS74U.Rifle_AKS74U_ExtMag	2940410979	Rifle_AKS74U_ExtMag	Magazine	Campaign
Attachment	Rifle_AKS74U.Rifle_Ammo_AP	4140348944	Rifle_Ammo_AP	Ammo	Campaign
Attachment	Rifle_AKS74U.Rifle_Ammo_MatchGrade	2670764099	Rifle_Ammo_MatchGrade	Ammo	Campaign
Attachment	Rifle_AKS74U.Rifle_LaserSight	2559553991	Rifle_LaserSight	Foregrip	Campaign
Attachment	Rifle_AKS74U.Rifle_MuzzleBrake	177158401	Rifle_MuzzleBrake	Muzzle	Campaign
Attachment	Rifle_AKS74U.VerticalForegrip	2121027444	VerticalForegrip	Foregrip	Campaign
Attachment	Rifle_ARX.Internal_BarrelAcc	1706649200	Internal_BarrelAcc	Internal	Campaign
Attachment	Rifle_ARX.Internal_Blueprinting	4061431175	Internal_Blueprinting	Internal	Campaign
Attachment	Rifle_ARX.Internal_MatchGradeTrigger	1430236670	Internal_MatchGradeTrigger	Internal	Campaign
Attachment	Rifle_ARX.Internal_RecoilBufferAdj	1218785440	Internal_RecoilBufferAdj	Internal	Campaign
Attachment	Rifle_ARX.Internal_WeightBalance	315905086	Internal_WeightBalance	Internal	Campaign
Attachment	Rifle_ARX.Optic_ACOG	3209423897	Optic_ACOG	Optic	Campaign
Attachment	Rifle_ARX.Optic_HoloSight	1107925100	Optic_HoloSight	Optic	Campaign
Attachment	Rifle_ARX.Optic_RedDot	1570463507	Optic_RedDot	Optic	Campaign
Attachment	Rifle_ARX.Rifle_60ExtMag	3130429401	Rifle_60ExtMag	Magazine	Campaign
Attachment	Rifle_ARX.Rifle_Ammo_AP	2375186997	Rifle_Ammo_AP	Ammo	Campaign
Attachment	Rifle_ARX.Rifle_Ammo_MatchGrade	673467852	Rifle_Ammo_MatchGrade	Ammo	Campaign
Attachment	Rifle_ARX.Rifle_LaserSight	114845976	Rifle_LaserSight	Foregrip	Campaign
Attachment	Rifle_ARX.Rifle_MuzzleBrake	600152205	Rifle_MuzzleBrake	Muzzle	Campaign
Attachment	Rifle_ARX.VerticalForegrip	3762001835	VerticalForegrip	Foregrip	Campaign
Attachment	Rifle_FAMAS.Internal_BarrelAcc	4218411511	Internal_BarrelAcc	Internal	Campaign
Attachment	Rifle_FAMAS.Internal_Blueprinting	2123131426	Internal_Blueprinting	Internal	Campaign
Attachment	Rifle_FAMAS.Internal_MatchGradeTrigger	2306398424	Internal_MatchGradeTrigger	Internal	Campaign
Attachment	Rifle_FAMAS.Internal_RecoilBufferAdj	1546907069	Internal_RecoilBufferAdj	Internal	Campaign
Attachment	Rifle_FAMAS.Internal_WeightBalance	4105367988	Internal_WeightBalance	Internal	Campaign
Attachment	Rifle_FAMAS.Optic_ACOG	1565170447	Optic_ACOG	Optic	Campaign
Attachment	Rifle_FAMAS.Optic_HoloSight	1805409505	Optic_HoloSight	Optic	Campaign
Attachment	Rifle_FAMAS.Optic_RedDot	4147563665	Optic_RedDot	Optic	Campaign
Attachment	Rifle_FAMAS.Rifle_Ammo_AP	3988130854	Rifle_Ammo_AP	Ammo	Campaign
Attachment	Rifle_FAMAS.Rifle_Ammo_MatchGrade	2763825769	Rifle_Ammo_MatchGrade	Ammo	Campaign
Attachment	Rifle_FAMAS.Rifle_LaserSight	1580243681	Rifle_LaserSight	Foregrip	Campaign
